id,site_eui
76074,78.998085
76075,54.068695
76076,21.886665
76077,20.780642
76078,64.56843
76079,84.25847
76080,37.457413
76081,33.143135
76082,143.40376
76083,82.44351
76084,41.429516
76085,19.341648
76086,73.0543
76087,51.969723
76088,21.038832
76089,38.01113
76090,52.209133
76091,215.07764
76092,60.182327
76093,122.3111
76094,94.28211
76095,111.042564
76096,74.53268
76097,56.467598
76098,132.53384
76099,64.00861
76100,69.301674
76101,85.49482
76102,64.71963
76103,76.77805
76104,89.270836
76105,99.55673
76106,60.86407
76107,56.46919
76108,56.438587
76109,63.874912
76110,53.413425
76111,57.53999
76112,56.46919
76113,99.65342
76114,98.25238
76115,68.36813
76116,54.416103
76117,75.70338
76118,57.648766
76119,70.35104
76120,84.62179
76121,60.357582
76122,63.731293
76123,120.73073
76124,85.944496
76125,51.619614
76126,69.53421
76127,112.73033
76128,41.662983
76129,72.84849
76130,74.74437
76131,55.59556
76132,97.15721
76133,71.45109
76134,47.194942
76135,144.03255
76136,163.36855
76137,62.89683
76138,72.32785
76139,64.62667
76140,72.85463
76141,139.35495
76142,62.54594
76143,150.2647
76144,146.92642
76145,111.237236
76146,194.93439
76147,41.515377
76148,177.13905
76149,63.731293
76150,59.277534
76151,116.7791
76152,47.194942
76153,251.32188
76154,70.50428
76155,123.558655
76156,100.0527
76157,73.87742
76158,43.81251
76159,52.676838
76160,230.89517
76161,50.46152
76162,130.14536
76163,94.47616
76164,116.22221
76165,185.89035
76166,172.11171
76167,138.12134
76168,64.452
76169,85.5293
76170,138.66562
76171,85.5293
76172,79.9854
76173,60.12015
76174,145.43755
76175,52.46337
76176,69.900406
76177,49.956852
76178,77.4799
76179,52.51333
76180,139.83365
76181,71.8836
76182,136.50789
76183,65.14267
76184,110.5204
76185,54.277336
76186,79.83121
76187,119.75868
76188,72.09791
76189,110.56287
76190,50.788506
76191,99.02876
76192,211.76585
76193,104.12969
76194,126.33059
76195,71.370346
76196,112.501625
76197,59.761417
76198,51.839832
76199,80.05992
76200,46.880337
76201,47.194942
76202,98.46043
76203,163.80962
76204,261.5121
76205,109.2589
76206,118.411064
76207,101.49747
76208,63.873913
76209,86.40393
76210,172.76431
76211,69.71114
76212,66.77084
76213,61.613018
76214,52.39365
76215,48.79954
76216,53.220448
76217,49.333897
76218,81.69801
76219,47.26842
76220,80.537964
76221,58.511192
76222,52.676838
76223,38.179096
76224,123.81717
76225,174.41539
76226,130.59816
76227,95.34071
76228,70.32289
76229,262.39685
76230,65.7525
76231,85.12017
76232,70.40536
76233,62.65655
76234,86.8401
76235,48.808487
76236,70.42427
76237,63.297455
76238,49.765427
76239,110.26915
76240,59.825108
76241,98.99978
76242,98.91399
76243,121.278015
76244,165.31612
76245,156.94714
76246,131.24739
76247,115.57914
76248,177.71881
76249,112.41397
76250,93.005394
76251,100.00254
76252,105.54343
76253,118.216515
76254,84.962746
76255,102.30903
76256,88.77795
76257,146.67577
76258,128.5674
76259,87.112335
76260,71.70598
76261,62.31684
76262,69.051445
76263,69.12401
76264,98.997795
76265,98.709274
76266,101.30087
76267,100.44853
76268,84.87833
76269,117.798035
76270,119.17624
76271,98.62898
76272,110.84202
76273,103.24421
76274,132.11035
76275,99.60421
76276,104.60898
76277,74.78809
76278,112.13627
76279,99.52674
76280,118.142
76281,34.68028
76282,68.80779
76283,47.82815
76284,45.497658
76285,52.13045
76286,98.27518
76287,63.281693
76288,50.440453
76289,37.810863
76290,103.51135
76291,20.96667
76292,49.731876
76293,46.889645
76294,50.850384
76295,57.13667
76296,44.803185
76297,57.60045
76298,58.467163
76299,80.55564
76300,42.574177
76301,47.27837
76302,48.69537
76303,48.529858
76304,47.503017
76305,88.30197
76306,53.59587
76307,51.71725
76308,46.59542
76309,23.088697
76310,60.06324
76311,58.857445
76312,73.433846
76313,68.26823
76314,80.12095
76315,52.50462
76316,113.646545
76317,99.49034
76318,101.94772
76319,102.01805
76320,68.14667
76321,72.11986
76322,128.4685
76323,115.65957
76324,97.62549
76325,105.081
76326,69.675476
76327,71.508995
76328,99.49803
76329,66.47481
76330,59.66013
76331,66.49955
76332,73.33944
76333,99.80749
76334,63.12859
76335,106.28462
76336,66.402626
76337,104.244835
76338,76.33272
76339,66.77183
76340,97.06246
76341,59.6504
76342,103.32868
76343,36.933254
76344,55.8994
76345,115.18455
76346,76.87939
76347,95.695366
76348,62.108818
76349,30.364817
76350,65.41616
76351,83.00703
76352,68.35747
76353,54.21296
76354,72.00857
76355,70.32676
76356,52.787228
76357,51.98798
76358,56.399803
76359,64.86118
76360,108.2832
76361,53.91521
76362,49.168602
76363,57.71045
76364,115.50015
76365,39.648094
76366,65.97569
76367,65.438614
76368,56.31291
76369,112.67748
76370,63.13179
76371,58.32946
76372,50.166718
76373,66.28653
76374,50.267807
76375,117.8906
76376,15.931854
76377,59.71267
76378,69.25305
76379,47.31777
76380,59.000496
76381,60.847187
76382,51.37664
76383,48.253216
76384,57.887856
76385,85.74966
76386,51.08665
76387,54.271175
76388,139.32706
76389,64.87917
76390,106.184074
76391,47.774654
76392,61.763924
76393,67.66473
76394,23.91899
76395,11.25445
76396,42.462368
76397,46.288548
76398,20.016573
76399,45.32355
76400,39.573822
76401,71.42918
76402,75.96306
76403,81.94537
76404,49.113632
76405,34.772533
76406,68.271805
76407,70.07641
76408,74.637115
76409,185.15498
76410,82.925255
76411,44.97201
76412,85.811424
76413,88.08782
76414,61.284286
76415,68.406715
76416,86.81965
76417,58.2696
76418,73.0051
76419,68.581116
76420,65.8841
76421,67.94413
76422,74.15528
76423,92.975426
76424,72.99556
76425,58.39989
76426,131.91515
76427,72.51807
76428,76.68038
76429,90.20425
76430,66.995605
76431,64.80193
76432,68.24898
76433,71.56973
76434,88.53231
76435,69.60828
76436,62.667896
76437,94.91741
76438,52.156483
76439,61.852825
76440,67.429695
76441,67.92353
76442,68.71393
76443,63.848984
76444,81.60563
76445,71.44029
76446,68.520615
76447,63.23908
76448,72.7452
76449,59.730957
76450,66.77175
76451,87.38425
76452,51.84752
76453,98.45635
76454,54.97135
76455,115.599594
76456,180.9928
76457,70.11622
76458,65.59552
76459,59.528126
76460,91.84199
76461,63.8726
76462,41.96345
76463,61.231094
76464,84.80079
76465,86.09609
76466,63.714878
76467,65.562614
76468,92.359375
76469,53.385548
76470,66.87363
76471,112.97433
76472,46.49589
76473,92.63147
76474,120.06386
76475,96.44209
76476,78.153946
76477,60.570953
76478,67.25515
76479,76.78318
76480,84.31612
76481,51.108856
76482,53.68476
76483,91.50123
76484,51.03462
76485,58.333435
76486,63.56815
76487,64.418304
76488,66.31458
76489,62.318005
76490,73.40924
76491,70.529175
76492,81.63228
76493,74.77413
76494,79.887245
76495,55.11505
76496,92.821945
76497,76.16326
76498,74.719025
76499,64.77478
76500,67.44378
76501,61.69075
76502,70.08834
76503,65.03242
76504,66.84018
76505,73.02299
76506,64.94613
76507,55.830627
76508,64.975235
76509,93.26988
76510,78.911476
76511,83.162575
76512,115.15495
76513,84.72258
76514,79.987785
76515,69.24144
76516,83.23469
76517,59.269424
76518,68.66569
76519,49.882713
76520,66.60136
76521,64.987816
76522,83.2571
76523,67.45005
76524,51.90416
76525,41.826714
76526,87.345726
76527,63.166767
76528,76.24089
76529,46.635098
76530,79.708534
76531,46.555904
76532,82.80253
76533,93.14659
76534,64.86185
76535,88.544556
76536,59.42904
76537,88.51688
76538,63.904327
76539,54.10622
76540,59.160576
76541,60.730232
76542,82.50241
76543,65.756676
76544,66.30451
76545,68.46081
76546,61.94621
76547,84.69978
76548,85.8167
76549,94.049995
76550,83.859566
76551,97.88497
76552,87.30833
76553,82.23727
76554,26.26452
76555,99.54195
76556,72.88187
76557,66.65108
76558,140.82587
76559,64.727974
76560,59.74077
76561,89.42225
76562,47.134888
76563,53.8612
76564,79.47475
76565,60.91918
76566,83.837715
76567,67.96104
76568,66.50613
76569,48.168697
76570,85.090836
76571,87.61516
76572,73.32621
76573,67.06698
76574,65.81546
76575,79.26466
76576,91.927536
76577,86.332924
76578,63.322113
76579,90.21699
76580,86.620995
76581,82.81402
76582,69.15587
76583,66.7717
76584,52.25618
76585,70.22643
76586,62.542244
76587,92.13154
76588,64.08185
76589,87.60272
76590,74.06865
76591,92.20209
76592,102.049515
76593,85.21399
76594,128.25806
76595,102.940674
76596,65.63879
76597,64.03441
76598,45.51495
76599,86.451805
76600,86.939316
76601,90.99916
76602,69.65514
76603,85.02647
76604,69.15072
76605,66.97549
76606,78.98174
76607,64.691124
76608,61.99545
76609,65.4831
76610,82.36267
76611,94.240845
76612,62.74501
76613,108.78777
76614,64.83887
76615,91.46625
76616,61.55585
76617,65.7908
76618,80.21627
76619,73.7007
76620,43.88862
76621,63.54139
76622,79.73182
76623,45.42281
76624,67.3303
76625,112.296326
76626,64.14272
76627,143.83061
76628,68.15457
76629,73.61727
76630,80.64372
76631,93.3491
76632,85.32407
76633,79.623695
76634,58.90594
76635,86.37956
76636,61.960545
76637,69.81728
76638,45.49138
76639,71.200615
76640,75.7587
76641,78.23821
76642,54.20111
76643,70.87449
76644,60.90264
76645,94.42238
76646,69.06447
76647,59.28864
76648,84.52814
76649,86.95879
76650,80.40023
76651,104.47491
76652,79.47988
76653,50.6273
76654,64.58901
76655,39.542088
76656,100.60321
76657,83.31062
76658,71.87309
76659,64.34409
76660,89.47077
76661,82.004005
76662,70.04787
76663,74.48494
76664,76.53243
76665,76.04129
76666,76.78489
76667,50.105244
76668,93.510704
76669,111.28585
76670,70.22741
76671,115.28787
76672,89.45478
76673,71.61595
76674,73.326385
76675,69.66304
76676,72.58708
76677,89.18152
76678,72.107735
76679,125.51734
76680,52.370167
76681,59.203156
76682,80.26562
76683,104.71701
76684,90.56839
76685,63.93891
76686,80.0717
76687,80.17562
76688,93.83677
76689,57.597054
76690,56.161373
76691,66.28767
76692,66.41631
76693,62.456474
76694,64.991486
76695,70.29987
76696,72.00511
76697,95.327965
76698,48.291363
76699,63.143417
76700,77.52679
76701,71.08018
76702,44.92792
76703,65.68433
76704,36.759933
76705,79.39107
76706,72.94714
76707,83.465034
76708,77.72485
76709,87.701385
76710,34.05969
76711,84.03586
76712,79.511894
76713,82.9793
76714,185.52835
76715,94.339195
76716,52.302452
76717,57.089725
76718,77.70601
76719,80.45725
76720,51.16604
76721,87.131195
76722,60.936287
76723,51.10545
76724,74.438965
76725,78.73279
76726,48.149944
76727,68.110664
76728,59.19183
76729,71.21353
76730,81.880516
76731,70.02669
76732,71.68688
76733,89.55211
76734,73.68253
76735,61.13095
76736,54.480747
76737,102.968094
76738,51.43944
76739,84.43663
76740,65.4698
76741,95.1212
76742,86.65745
76743,80.433304
76744,70.02494
76745,64.982056
76746,74.18179
76747,76.520744
76748,81.0544
76749,85.302605
76750,149.79669
76751,81.29022
76752,63.365486
76753,74.79375
76754,68.63812
76755,104.393486
76756,71.47886
76757,82.35801
76758,66.30413
76759,37.580597
76760,94.93526
76761,58.921726
76762,73.17824
76763,80.73086
76764,64.06915
76765,100.84063
76766,69.65278
76767,38.448696
76768,66.862724
76769,55.262836
76770,86.7857
76771,122.69274
76772,56.08049
76773,75.82822
76774,59.73384
76775,114.11309
76776,123.99026
76777,89.00111
76778,80.769714
76779,63.706528
76780,87.67424
76781,110.69183
76782,89.29231
76783,49.560295
76784,56.149334
76785,48.78347
76786,84.21657
76787,56.143986
76788,15.643734
76789,62.24119
76790,59.737595
76791,88.67885
76792,87.389175
76793,44.23986
76794,82.912636
76795,56.99977
76796,59.153893
76797,43.718822
76798,46.65422
76799,97.58871
76800,45.87722
76801,122.86898
76802,77.28965
76803,41.463306
76804,53.03984
76805,116.6432
76806,45.14814
76807,45.231907
76808,59.675537
76809,122.6079
76810,76.047035
76811,58.47425
76812,74.90957
76813,57.066917
76814,91.2024
76815,60.030163
76816,111.102844
76817,50.055195
76818,49.515568
76819,45.829567
76820,55.060608
76821,76.698074
76822,41.480392
76823,119.24224
76824,49.07111
76825,112.57741
76826,119.94815
76827,57.797035
76828,114.71048
76829,46.440063
76830,45.694668
76831,46.1136
76832,56.392605
76833,110.51193
76834,55.15267
76835,48.901875
76836,58.79544
76837,119.4386
76838,82.56619
76839,39.520157
76840,64.61497
76841,22.997671
76842,29.712172
76843,46.86103
76844,69.50511
76845,70.25289
76846,50.49771
76847,18.793299
76848,38.877827
76849,46.77134
76850,44.042152
76851,40.781883
76852,59.623817
76853,36.11155
76854,83.01379
76855,63.329983
76856,22.98806
76857,42.39435
76858,44.30736
76859,42.229034
76860,70.520546
76861,54.272133
76862,90.34446
76863,57.217827
76864,53.120804
76865,43.163578
76866,65.59926
76867,39.596455
76868,42.68252
76869,29.383293
76870,47.216633
76871,27.829245
76872,28.919607
76873,49.373264
76874,65.95502
76875,40.65988
76876,36.944733
76877,39.411644
76878,58.40994
76879,64.35866
76880,19.92152
76881,28.849186
76882,44.364292
76883,46.91725
76884,32.24425
76885,56.76256
76886,30.140694
76887,73.22075
76888,77.13934
76889,45.381855
76890,57.585037
76891,27.82673
76892,29.838615
76893,80.15776
76894,60.224926
76895,82.91604
76896,29.851147
76897,47.05056
76898,77.94458
76899,54.90448
76900,48.55448
76901,62.548244
76902,31.8051
76903,48.607716
76904,29.715628
76905,52.105488
76906,50.637474
76907,22.045683
76908,46.45312
76909,66.46589
76910,30.114141
76911,78.40458
76912,28.888405
76913,43.884396
76914,67.677055
76915,46.016113
76916,54.17
76917,107.13571
76918,45.961864
76919,26.336163
76920,55.00647
76921,31.857979
76922,62.624542
76923,37.74536
76924,21.50334
76925,41.04733
76926,22.32074
76927,49.67498
76928,66.152985
76929,34.492825
76930,62.60035
76931,83.34024
76932,41.23551
76933,44.005688
76934,38.155052
76935,21.607346
76936,44.581795
76937,54.980816
76938,48.67363
76939,29.879805
76940,119.51261
76941,58.346954
76942,51.105324
76943,46.33122
76944,25.774307
76945,49.652905
76946,57.780853
76947,59.718086
76948,44.475555
76949,84.925224
76950,29.070274
76951,51.14429
76952,50.100452
76953,76.177345
76954,49.525295
76955,104.98616
76956,61.642204
76957,29.818857
76958,48.156036
76959,78.244644
76960,65.78822
76961,74.468925
76962,62.13654
76963,38.317226
76964,29.904495
76965,61.92087
76966,48.874413
76967,27.699205
76968,62.10364
76969,59.567413
76970,67.754326
76971,30.402115
76972,40.52936
76973,69.27711
76974,39.905518
76975,42.450314
76976,60.111427
76977,67.68543
76978,47.131157
76979,46.138306
76980,52.20013
76981,22.251175
76982,41.353165
76983,31.906343
76984,213.68433
76985,43.35891
76986,52.11455
76987,32.52249
76988,47.388016
76989,46.828537
76990,107.91995
76991,60.697857
76992,23.521696
76993,19.92152
76994,60.176918
76995,34.130318
76996,45.221004
76997,53.422073
76998,32.408314
76999,69.271935
77000,34.677776
77001,65.61036
77002,64.81654
77003,39.5956
77004,39.002926
77005,45.935146
77006,56.09819
77007,49.586975
77008,41.93141
77009,17.989138
77010,38.604298
77011,48.352127
77012,42.777977
77013,19.360079
77014,31.718988
77015,57.101685
77016,23.086353
77017,179.10013
77018,67.22712
77019,114.8491
77020,43.574924
77021,55.755688
77022,61.00966
77023,19.356834
77024,36.40574
77025,45.694687
77026,29.612429
77027,27.635237
77028,40.719467
77029,21.595253
77030,46.015156
77031,53.925423
77032,31.223106
77033,39.103786
77034,48.035843
77035,45.428097
77036,61.0378
77037,35.58677
77038,65.96555
77039,31.192326
77040,61.118477
77041,58.06844
77042,39.01992
77043,55.26307
77044,69.92758
77045,57.362736
77046,67.45323
77047,68.68022
77048,38.391556
77049,45.454037
77050,38.579975
77051,61.925568
77052,73.90005
77053,51.8031
77054,57.0968
77055,19.058435
77056,117.6985
77057,58.49613
77058,54.37596
77059,56.42833
77060,14.077776
77061,51.83837
77062,55.64809
77063,104.96341
77064,59.556545
77065,69.68571
77066,43.897713
77067,39.037025
77068,78.55725
77069,30.697033
77070,58.03002
77071,59.782818
77072,51.948376
77073,43.546757
77074,63.19781
77075,40.430225
77076,55.54611
77077,54.797344
77078,98.823814
77079,39.05204
77080,83.33079
77081,41.969093
77082,78.72707
77083,29.277672
77084,38.961105
77085,83.26652
77086,55.863384
77087,41.363987
77088,29.059963
77089,54.281853
77090,53.90471
77091,45.13471
77092,57.060005
77093,59.885174
77094,69.677666
77095,71.80612
77096,58.900753
77097,57.95753
77098,55.803425
77099,63.991215
77100,50.42779
77101,87.89764
77102,58.44605
77103,85.72321
77104,195.53317
77105,81.801605
77106,58.650234
77107,76.96976
77108,65.15838
77109,74.251465
77110,55.40835
77111,60.911583
77112,66.21615
77113,81.57048
77114,82.272385
77115,92.28926
77116,90.55455
77117,55.738297
77118,54.442604
77119,68.701614
77120,60.294147
77121,64.24946
77122,79.66826
77123,245.34695
77124,70.121
77125,50.720394
77126,82.13756
77127,48.21322
77128,88.260216
77129,65.51438
77130,78.81636
77131,51.98795
77132,87.15695
77133,58.41998
77134,58.743145
77135,152.85335
77136,49.579746
77137,46.512226
77138,68.70269
77139,67.48791
77140,36.089596
77141,45.718086
77142,48.661312
77143,66.30769
77144,66.00458
77145,63.883347
77146,49.57246
77147,64.35079
77148,57.87573
77149,61.463554
77150,65.18712
77151,82.02923
77152,77.003204
77153,64.47673
77154,79.32285
77155,71.448296
77156,51.04125
77157,106.253876
77158,37.782173
77159,55.062313
77160,63.6421
77161,45.206673
77162,53.893383
77163,59.685986
77164,48.955746
77165,54.927387
77166,69.67429
77167,61.963272
77168,62.67369
77169,90.553474
77170,67.59415
77171,47.89182
77172,52.1102
77173,54.107555
77174,52.989178
77175,493.14203
77176,47.566856
77177,57.1796
77178,53.70871
77179,65.39671
77180,17.216213
77181,76.96959
77182,73.089584
77183,62.25651
77184,69.8935
77185,58.400116
77186,51.630756
77187,42.746582
77188,60.494755
77189,71.3827
77190,70.62964
77191,64.71818
77192,80.111694
77193,80.90972
77194,62.396145
77195,73.210945
77196,87.233315
77197,62.324368
77198,67.97304
77199,67.47835
77200,64.28051
77201,69.83399
77202,55.655685
77203,81.983925
77204,62.26938
77205,47.07416
77206,51.55244
77207,77.92461
77208,61.699665
77209,81.36383
77210,244.41971
77211,62.07167
77212,84.531334
77213,60.82982
77214,46.778435
77215,65.63798
77216,58.813038
77217,60.894665
77218,87.14812
77219,63.903942
77220,62.406994
77221,63.507973
77222,55.21751
77223,213.04128
77224,61.441624
77225,66.41158
77226,64.658966
77227,64.97774
77228,54.348007
77229,95.44615
77230,74.97507
77231,53.08153
77232,58.01561
77233,72.062675
77234,68.47383
77235,220.00291
77236,61.365242
77237,49.005486
77238,67.923584
77239,62.35021
77240,65.18266
77241,68.525856
77242,59.43747
77243,74.089966
77244,49.04489
77245,79.27506
77246,70.292534
77247,96.70436
77248,79.3655
77249,60.514095
77250,78.8462
77251,59.089275
77252,58.579727
77253,81.96554
77254,85.74706
77255,48.756985
77256,61.152836
77257,62.865166
77258,69.257774
77259,65.070724
77260,63.77553
77261,77.132645
77262,56.801914
77263,70.24497
77264,68.58348
77265,46.124577
77266,49.145107
77267,78.875946
77268,86.27086
77269,68.87196
77270,60.861935
77271,67.80668
77272,58.726997
77273,70.42607
77274,53.873592
77275,45.95076
77276,48.049156
77277,62.841877
77278,35.11161
77279,98.77105
77280,52.079456
77281,78.50463
77282,56.78173
77283,64.01586
77284,65.090904
77285,69.10612
77286,58.517284
77287,53.941753
77288,71.28068
77289,51.947906
77290,64.88839
77291,69.72618
77292,74.40195
77293,232.92534
77294,72.44525
77295,55.412704
77296,58.84082
77297,58.915115
77298,79.082436
77299,55.368073
77300,72.058975
77301,72.86485
77302,49.06824
77303,59.77616
77304,62.075157
77305,56.42184
77306,57.47173
77307,66.51256
77308,56.483
77309,570.4605
77310,70.19356
77311,103.105484
77312,69.41577
77313,86.74121
77314,93.93453
77315,61.903774
77316,96.93398
77317,46.62351
77318,61.40229
77319,57.233734
77320,92.82075
77321,62.52537
77322,60.40122
77323,48.316833
77324,63.866642
77325,51.531303
77326,66.622795
77327,77.97342
77328,60.652885
77329,64.43496
77330,76.115364
77331,123.61661
77332,81.42686
77333,100.08341
77334,153.22168
77335,63.70642
77336,68.49195
77337,41.279522
77338,77.736145
77339,64.37505
77340,52.940918
77341,57.03737
77342,65.61525
77343,65.885475
77344,74.27788
77345,64.540855
77346,64.45431
77347,95.21235
77348,61.65132
77349,55.45962
77350,67.60271
77351,105.49985
77352,52.005096
77353,115.79593
77354,74.93937
77355,96.10923
77356,61.79271
77357,60.791058
77358,73.3044
77359,73.64729
77360,44.018295
77361,78.132706
77362,76.13791
77363,80.32252
77364,85.19223
77365,133.09198
77366,59.140743
77367,57.49422
77368,92.274605
77369,73.56402
77370,63.46146
77371,70.0345
77372,64.321335
77373,96.48093
77374,72.74126
77375,63.307095
77376,68.474014
77377,83.32762
77378,96.02931
77379,87.57625
77380,64.951454
77381,73.732864
77382,103.37077
77383,62.88634
77384,77.5428
77385,73.00288
77386,153.40048
77387,64.728065
77388,78.08854
77389,65.7796
77390,75.88046
77391,64.125534
77392,95.65151
77393,71.14463
77394,65.54954
77395,113.699036
77396,70.67267
77397,75.6667
77398,79.42468
77399,76.87985
77400,96.721146
77401,77.01291
77402,59.39884
77403,70.74164
77404,83.20522
77405,58.603577
77406,95.9919
77407,99.26043
77408,77.9814
77409,39.614216
77410,70.341446
77411,72.832794
77412,70.90453
77413,73.206024
77414,70.07523
77415,73.91679
77416,100.3247
77417,46.655254
77418,115.90564
77419,57.22869
77420,69.10551
77421,79.49241
77422,60.84415
77423,71.22044
77424,60.565094
77425,106.743805
77426,75.356735
77427,77.64974
77428,65.14757
77429,98.14644
77430,73.61664
77431,55.681915
77432,109.67313
77433,97.56781
77434,88.69408
77435,65.13483
77436,70.6192
77437,63.37566
77438,102.34728
77439,76.60297
77440,40.43685
77441,70.80092
77442,63.84101
77443,131.36522
77444,60.1367
77445,67.67655
77446,78.895294
77447,58.325912
77448,69.66066
77449,72.67127
77450,59.038517
77451,77.15701
77452,73.93469
77453,76.77512
77454,66.80359
77455,95.09446
77456,59.094593
77457,66.57516
77458,73.66316
77459,129.28073
77460,105.57595
77461,80.39734
77462,64.08076
77463,75.71573
77464,86.41937
77465,92.5275
77466,69.822914
77467,98.788734
77468,92.191475
77469,76.28157
77470,58.71849
77471,59.967216
77472,97.74639
77473,58.674267
77474,64.52391
77475,144.34471
77476,67.59789
77477,74.053474
77478,63.31118
77479,95.747826
77480,70.95764
77481,61.108456
77482,76.50016
77483,86.2235
77484,73.55917
77485,71.556854
77486,84.04677
77487,66.14118
77488,69.70566
77489,80.03581
77490,96.82713
77491,95.42024
77492,183.68272
77493,316.39697
77494,70.00602
77495,73.01229
77496,65.26708
77497,272.63864
77498,123.64048
77499,69.9631
77500,104.88875
77501,81.24522
77502,71.604416
77503,55.325066
77504,59.948967
